# Pathway	PD_10_HC_Abundance	PD_10_PC_Abundance	PD_10_Abundance	PD_11_HC_Abundance	PD_11_PC_Abundance	PD_11_Abundance	PD_12_HC_Abundance	PD_12_PC_Abundance	PD_12_Abundance	PD_13_HC_Abundance	PD_13_PC_Abundance	PD_13_Abundance	PD_14_HC_Abundance	PD_14_PC_Abundance	PD_14_Abundance	PD_15_HC_Abundance	PD_15_PC_Abundance	PD_15_Abundance	PD_16_HC_Abundance	PD_16_PC_Abundance	PD_16_Abundance	PD_17_HC_Abundance	PD_17_PC_Abundance	PD_17_Abundance	PD_18_HC_Abundance	PD_18_PC_Abundance	PD_18_Abundance	PD_19_HC_Abundance	PD_19_PC_Abundance	PD_19_Abundance	PD_1_HC_Abundance	PD_1_PC_Abundance	PD_1_Abundance	PD_20_HC_Abundance	PD_20_PC_Abundance	PD_20_Abundance	PD_21_HC_Abundance	PD_21_PC_Abundance	PD_21_Abundance	PD_22_HC_Abundance	PD_22_PC_Abundance	PD_22_Abundance	PD_23_HC_Abundance	PD_23_PC_Abundance	PD_23_Abundance	PD_24_HC_Abundance	PD_24_PC_Abundance	PD_24_Abundance	PD_25_HC_Abundance	PD_25_PC_Abundance	PD_25_Abundance	PD_26_HC_Abundance	PD_26_PC_Abundance	PD_26_Abundance	PD_27_HC_Abundance	PD_27_PC_Abundance	PD_27_Abundance	PD_28_HC_Abundance	PD_28_PC_Abundance	PD_28_Abundance	PD_29_HC_Abundance	PD_29_PC_Abundance	PD_29_Abundance	PD_2_HC_Abundance	PD_2_PC_Abundance	PD_2_Abundance	PD_30_PC_Abundance	PD_30_Abundance	PD_31_PC_Abundance	PD_31_Abundance	PD_32_PC_Abundance	PD_32_Abundance	PD_33_PC_Abundance	PD_33_Abundance	PD_34_PC_Abundance	PD_34_Abundance	PD_35_PC_Abundance	PD_35_Abundance	PD_36_PC_Abundance	PD_36_Abundance	PD_37_PC_Abundance	PD_37_Abundance	PD_38_PC_Abundance	PD_38_Abundance	PD_39_PC_Abundance	PD_39_Abundance	PD_3_HC_Abundance	PD_3_PC_Abundance	PD_3_Abundance	PD_40_PC_Abundance	PD_40_Abundance	PD_41_PC_Abundance	PD_41_Abundance	PD_42_Abundance	PD_43_Abundance	PD_44_Abundance	PD_45_Abundance	PD_46_Abundance	PD_47_Abundance	PD_48_Abundance	PD_4_HC_Abundance	PD_4_PC_Abundance	PD_4_Abundance	PD_5_HC_Abundance	PD_5_PC_Abundance	PD_5_Abundance	PD_6_HC_Abundance	PD_6_PC_Abundance	PD_6_Abundance	PD_7_HC_Abundance	PD_7_PC_Abundance	PD_7_Abundance	PD_8_HC_Abundance	PD_8_PC_Abundance	PD_8_Abundance	PD_9_HC_Abundance	PD_9_PC_Abundance	PD_9_Abundance
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0.00403649	0.00123955	0.000372168	0.0029748	0	0	0.000565153	0.000151092	0.00402473	0.000490143	0.000336239	0.000317913	0	0.000717439	7.18097e-05	0.000401246	0	0.00312394	0	0.000422809	0.000167359	0.000116592	0.000266003	6.49384e-05	0.000587675	0.000704891	0.000190137	8.00887e-05	0.00279867	0.000785701	0	0.000199471	0.000260603	0.000160926	0.000695283	0	0.000123307	0.00110681	0.000223258	0.000435312	0.000468088	0.00104304	0.000249745	0.000519498	7.81402e-05	0.000515994	0.000278793	9.05914e-05	0.000173561	0.000668398	0	0.000199233	0.00043809	0.000214625	7.8142e-05	0.000123054	0	0.000500304	0.000264915	0.00105772	0.000831623	0.000166647	0	0	0.00134323	0	0.00136306	0.00123559	0.00193149	0.000285272	0.000870363	0.000257496	0	0.00248468	0.000122034	0.000692278	7.82073e-05	2.23133e-05	0.000108606	0	0.000147064	0.000995791	0.00273264	0.00197845	0	0.000686108	0.000369437	0.00138367	0.000113284	0.000599581	0.000357317	0	2.58975e-05	0	0.000720066	0.000115791	0.000937674	0	0.00087016	3.81495e-05	0.000612025	0.00013215	0.000179061	0.000583425	0.000410605	8.86303e-05	0.000137812	0	4.94637e-05	9.25727e-05	0.000280508	4.24824e-05	0.000764522	0.000456171	0.00381964	0.0016288	7.40377e-05	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_plebeius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.31789e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00226034	0	0.00261832	0	0	0	0	0	0	0	0	0.00157611	0	0.000800621	0.000954563	0	0.000185064	0	0	3.6558e-05	0	0.00261965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	0	0	0	0	0.000528439	0	0	0	0	0	0.000668775	0	0.000500871	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000112864	0	2.22302e-05	0	0.00053976	0	0.00049861	0.000240629	0	0	0	0	0	0	0	0	0.00106405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254	0.000364886	0.000151616	0	0	0.000721336	0.00027772	0	0.000327137	0	0	0.000150255	0	0	0	0	0	0	0	0	0	0	0.000637417	0	0	2.49243e-05	0	0	0	0	8.88821e-05	0	0	0	0	0	0.000495739	0	0	0	0	0	0	5.27228e-05	4.90607e-05	0	0	0	0	0	0	0	0	0.000233319	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sp_1_1_30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sp_1_1_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000905272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sp_2_1_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000433589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000255558	0	0	0	0.000499336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.79616e-05	0	0	0	0	0	0	0.000472152	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sp_3_1_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00171334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000447282	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sp_3_2_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175773	0	0.000638094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_sp_4_3_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000215212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	0	0.00783626	0	0.0010347	0.000121872	0	7.7142e-05	0.000472462	0.000217118	0	0.00466194	0	0.000206549	0	0	0.00128391	0.000204424	0.000432545	0.000202915	0.000216124	0.000741186	0.00398501	0.00203842	0.000231249	0.00141312	0	0	0	0	0	0.000519709	0	0	0.000824633	0.00510837	0.00228801	0	0.000248168	0	0	0	0.000292767	0.00528085	0.000238075	0.000180529	0	0	0	0	0	0	0.0013292	0	0	0.00330859	0	0.000306141	0.00112901	0	0	0.000625012	0	0.000515802	7.6756e-05	0	0	0	0.000669663	0.00082871	0.00165235	0	0.000126549	0.00220151	3.25325e-05	3.11043e-05	5.752e-05	0	0.00605125	0	0.000360569	0	0	0.00018337	0.000655741	0	0.000164503	0.00117589	0	2.50475e-05	2.87008e-05	0.000433189	0.000398778	0.000163522	0.00105859	0	0.00100095	0	0.000614794	0	7.5567e-05	0	0.000183522	0	0.00335035	0	0	0	0	0	0.00337363	0.000439802	0	0	5.74494e-05	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0.00178542	0	0.000197511	0.000663843	0	0.00441285	0.000121517	0	0	0.000353991	0.000154802	7.16239e-05	0.00537797	0	5.01676e-05	0.000412535	0	0	0.000344592	0.000457487	0.000429855	0	0.000112298	0.000132266	0.000145339	0.00120925	7.31744e-05	7.36356e-05	0	0	0.000491197	0.000496393	0.000209892	7.3145e-05	6.48366e-05	0.00019022	0	0	0	0.000435921	6.94036e-05	0.000171034	0.000265188	0.000398727	0	0.000227044	0.000378941	0.000149601	9.15843e-05	0	0.000498541	0	0.000198952	0	3.17668e-05	0	0	0.000547914	9.9403e-05	0.00211166	4.5435e-05	0.00143227	0	0	0.000662092	0	0.000263881	0.000336802	0.000215777	6.26865e-05	0.000159528	0	0	0.000672484	3.16994e-05	8.56883e-05	0	1.54928e-05	4.72057e-05	0	6.05074e-05	0.000207423	0.000629476	0	0	0.000200232	0	0	2.89368e-05	0.000134803	0	0	0	0.000164106	0.000269486	4.73508e-05	0	0	5.15111e-05	9.97415e-06	0.000565563	8.79211e-05	6.22667e-05	0.00026267	0.000292044	0.000179321	5.80103e-05	6.9719e-05	6.77889e-05	0.000542844	0.000231757	0.00053304	0.000287907	0	0.00187236	0.000988873	0.000337872	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	0.00187404	0.00141276	0	0.0134534	0	0.00257735	0.0011372	0.000377812	0.000903618	0.00106129	0.00141665	0	0.00219251	0.000702761	0.00456205	0.0087091	0.00371136	0.00409792	0.000595304	0.00413688	0.00254077	0.000621265	0.00359817	0.00306546	0.00361367	0.00165958	0.00333376	0	0.0066483	0.00145573	0.00599522	0.00177689	0.000783785	0.00378705	0.00190318	0.000312901	0.00516328	0.001161	0.000581593	0.000386145	0.00247846	0.000698466	0.00730472	0.000537663	0.0043261	0.00246944	0.000184509	0.00131423	0	0.0022369	0.00290658	0.000937083	0.00140238	0.000881014	0.00104439	0.00897566	0	0.000983543	0.00527138	0.000325383	0.00876704	0	0.00124232	0.00127742	0.00115656	0.00219484	0.000429711	0.00408757	0.00136577	0.00329975	0.00136234	0.0012783	0.00163139	3.16812e-05	0.000340046	0.00389586	0.000828032	0.000217931	0.000690278	0.000940183	0.00631061	0.000597529	0.00214414	0	0.00113383	0.000120145	0.00368914	0.00067587	0.00393901	0.000425017	0.000302217	8.53456e-05	0.000364845	0.00636226	0.000233678	0.000241574	0.000977686	0	0.000248405	0.00179668	0.00165814	0.000643507	0.00966143	0.00359901	0.00373539	0.00262616	0.00121934	0	0.00467837	0.000866614	0.000409584	0.00377095	0.000959063	0.00695174	0.00190859	0.00127228	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0	0.00512226	0.00577898	0.0119052	0	0	0.00220353	0.00178013	0.0186156	0.000928833	0.00262764	0.00185051	0	0.00433097	0.000831797	4.60551e-05	0.00565167	0.000540234	0.00148092	0.00026284	9.67898e-05	0.00275336	0.00135664	0.000874064	0.00137805	0.00175006	0.000779782	0.00659865	0	0.00150695	0.00387217	0.00183937	0.000430033	8.69165e-05	0.00290526	0.00128132	0.00223099	0.0078589	0.00181488	0.00620305	0.00091231	0.00674422	0.00133072	0.000327845	0.000928034	0.000993162	0.0032161	0.000566416	0.00127648	0.00524928	0.00193956	0.000325194	0.00299521	0.00014609	0.00145434	0.000133455	0	0.00505081	0	0	0.000264712	0	0	0	0.00608073	0	0.00240559	0.00536184	0.0062275	0.000407109	0.0004657	0.000198979	0	0	0.000112961	0.00197124	0.000880557	0.000518841	0.00239959	0.00183496	0.00150207	0.00181637	0.00114567	8.25583e-05	0	0.00296634	0.001554	0.00178226	0.000334823	0.00105655	0.000219643	4.9077e-05	0.000247696	0.00155355	0	0.000258989	0.000483678	0.000194425	0.00343277	0	0.000572411	0.00138763	0.000283921	0.00254254	0	0.000181057	0.00471701	0.00077047	0	0.00161118	0.000492861	0.00375377	0.00392635	0.00582674	0.00722028	0	0.000996898	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0.000184179	0	0	0	0	0	0	0.000786899	0.000112792	0	3.53708e-05	0	9.98539e-05	0	0	0.000354039	9.31752e-05	0.000268153	0	3.18277e-05	0.000153986	0	0.00013147	0	0.000585009	0	4.96686e-05	0	0.000319193	4.10805e-05	0.000130573	0	0	0.000335751	0	0	0.000204203	0.000336407	0	0	0.000231036	0	0.000107766	0	0.000118279	0.000232195	0	0	9.11051e-05	0	9.81944e-05	7.12198e-05	0.000127507	0	0.000557257	0	0.000396397	2.48129e-05	0	0	0	0.000512197	0	0	0	0	4.38774e-05	0	0	0.000579228	0	4.06306e-05	0.000210542	3.82915e-05	9.76845e-06	4.80943e-05	0.000378215	0	0	0.000277681	0	0	0	5.70148e-05	0	0	3.06874e-05	0	6.55513e-05	0	3.13377e-05	0.000264265	8.3005e-05	0.000149526	5.32836e-05	0.000117376	0	0.000206072	0	0	0	0.000403483	4.08894e-05	0.000103255	0	2.77133e-05	0	1.61147e-05	0	4.16447e-05	0.000452025	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Barnesiella.s__Barnesiella_intestinihominis	0	0.000597029	0.00020307	0	0	0	0	7.83341e-05	0	0.000255052	0.000674885	8.83331e-05	0	0.00115088	0.00105926	0.000401508	0	0.000756292	9.08182e-05	0.000652944	0	6.89519e-05	0.000364381	0.000431239	0.000911765	0.000483348	0.000986263	6.71499e-05	0.000733402	0	0.000339762	0.000668374	0.000283361	0	0	0	0.000664199	0.000388329	0	0	6.88441e-05	0	0.00161154	0	0.000920598	8.7977e-05	0	1.76628e-05	0	0	0	0	0	0	0.000564751	0.000277297	0.000848048	0	0.000463903	0	3.24061e-05	0	0	0.000438551	7.98153e-05	0	0.000601217	0	0	0	0.000574252	0.000105307	0.000670482	0	9.27362e-05	0	0	0.000146981	0.00052404	0.000676747	0	0.000497405	0	0	0	0.000142934	0.000609872	0.000789967	0.000438986	0.000602232	0.000745258	0.000147697	0	0	0	0.000271111	0	0.000279672	0.000329451	0.000412404	0.000888209	0.00078705	0.000391671	0	0	0.00247641	0.000200481	9.76141e-05	0	0.00051316	0.000265926	0.000141979	0.000868361	0	0.000553733	0	0.000222008	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	6.42842e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000562569	0.000397225	0	8.38205e-05	0	0	7.13503e-05	9.09011e-05	0	0.000329945	0	0	2.28444e-05	0	0	0	0	0.000100881	0.000294036	0	0	0	0	3.5762e-05	6.34924e-05	0	0.000549912	0	0	0	0	0.000515354	0	0.00254812	0	0.000141417	0	0	0	0	0	0	0	0	0	0.00054761	0	0	0	8.0028e-05	0	0.0013878	0	0	0.000127952	0.00121506	0	9.19267e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00061828	0.000257286	0	0	0	0	0	0	0	0	0	0	0	0	0.000120124	0	0	0.000140855	4.21812e-05	0	1.90869e-05	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_angulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000932254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_animalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02337e-05	0	0	0	0	0	0	0	0	0	0	0	0	8.5128e-05	0	0	0	0	0	0	0	0	4.8529e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176184	0	0	0	0	0	0.000215955	0	0	0	0	0	0	0	0	6.99001e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90138e-05	0.000574948	0	0	0	0	0	0	0	0	0	0	0	0.000102381	0	0	0	1.82694e-05	0	0	0	0	0	0.000211498	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08977e-05	0	0	0.00014864	0	0	0	0	0	0	0	0	0	0	0	0	3.42849e-05	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000284751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000110726
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_catenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.11884e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000179237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010313	5.44983e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.91997e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.78921e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	1.42464e-05	0	0	0	0	0	0	0	0	0	0	0	2.51864e-05	0	0	8.82315e-05	0	0	0.000188906	0	0	2.75317e-05	0	0	0	9.52097e-05	0	0	0	0	0	3.38462e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000378898	2.3691e-05	0	0	0	0	0	0	0	3.19972e-05	0.000123008	0	0.000282069	0	0	0	0	0	0.00145105	0	0	0	0.000623323	3.74328e-05	0	0	0	0	0.000965742	0	0	0	0	0	0	0	0	0	0.000130643	0.000153231	0	0	0	0	3.85377e-05	0	0.000204691	0	0	0	0	0	6.83733e-05	0	0	2.58307e-05	0	0	0	0	0	0.000226459	0	0	0.000139041
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106762	0	0	0	0	0	2.72663e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77244e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000368617	0	2.57562e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29191e-05	0.000188109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	0.000183972	0	0	0	0	0	0	7.83461e-05	0	0.000139852	0	0.00026686	0	0	0	0	0	0	0	0	0	0	0	0	0.000120213	5.16812e-05	0.000102637	0.000106706	0	5.88953e-05	0	0	0	0	0	3.74196e-05	0	0	0	9.88967e-05	0	8.55039e-05	0	0.000219524	5.18721e-05	0	0	0	0	0.000209641	0	0	0	0.00014889	0	0	6.67026e-05	0	0.00016404	0	0	6.65045e-05	0.000133739	0	0	3.00889e-05	9.65579e-05	0	0	0	0	0	0	0	5.60936e-05	0	0	0	3.65872e-05	0	3.83562e-05	0	0	0	0	5.38152e-05	0	0	0	0	0	0	0	0	0	0	5.99985e-05	0	9.5675e-05	0.000188391	0	0	0	2.42855e-05	0	4.33794e-05	0	0	5.20572e-05	0	3.50732e-05	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69028e-05	0	0	0	0	0	0	0	0	0	0	2.0817e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56434e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.04887e-05	0	2.72941e-05	0	0	1.03801e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Blautia_producta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140057	0	0	0	0	0	0	0	0	7.65252e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.08254e-05	0	0	0	0	0	0	0	1.71914e-05	0	0	0	5.7157e-05	0	0	0	0	0	0	6.54819e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	3.48892e-05	0	0	0	3.767e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05012e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99123e-05	0	0.000753251	0	1.52574e-05	0	0	0	0	0	0	0	0	0	0	1.23955e-05	0	0	0	0.000686376	0.000191842	0	0	0	0.000245426	0	0	5.00551e-05	0	1.24965e-05	0.000298943	0	0.000111078	0	0	0	0.000605923	1.08454e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00122502
PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Blautia.s__Ruminococcus_obeum	0	8.60613e-05	0	0	0	0	0	0	0.000157217	0.00010247	0	0	0	0	0.00013468	0.000123777	0	4.18996e-05	8.86082e-05	6.55983e-05	0	0	0	5.04036e-05	0	0	0	0	0	3.03389e-05	0	2.21292e-05	0	0	0	6.41048e-05	0	0	0.000147439	0	0	9.23978e-05	8.24167e-05	0	4.22384e-05	0.000261563	0	0	8.52265e-05	0	0	9.0798e-05	0.000100816	0.000135193	0	0	0.00039177	0	0	0	0.00017744	0	0	3.79307e-05	0	0.000252671	0	4.92492e-05	0	8.59096e-05	8.22453e-05	0	2.41885e-05	0	0	0	0.000260355	0.000129878	3.72927e-05	0.000282004	0	0	4.10268e-05	0	0	3.76223e-05	0	0	0.000134043	0.000111912	0.000129617	0.000578358	2.2624e-05	3.5357e-05	0.000102312	0.000358371	0	0.000640806	4.90413e-05	4.24488e-05	0	0	0	0	3.67012e-05	9.53582e-05	0	0	4.6896e-05	0	5.63976e-05	6.53813e-05	7.5499e-05	2.11312e-05	0	0.000151977	0	0
